,type,boundary_center_x,boundary_center_y,height,width
0,NILM-intermediate& Superficial,49078.0,46729.0,280,264
1,NILM-intermediate& Superficial,52322.5,48700.0,294,285
2,NILM-intermediate& Superficial,53026.5,49292.0,340,357
3,NILM-intermediate& Superficial,52228.0,42046.0,236,282
4,NILM-intermediate& Superficial,52363.0,41684.0,238,244
5,NILM-intermediate& Superficial,51527.5,43496.0,338,475
6,NILM-intermediate& Superficial,52224.5,45409.0,274,279
7,NILM-intermediate& Superficial,53494.5,45099.5,315,351
8,NILM-intermediate& Superficial,53591.0,45966.0,252,218
9,NILM-intermediate& Superficial,53866.5,46093.5,255,259
10,NILM-intermediate& Superficial,53882.5,46370.0,240,291
11,NILM-intermediate& Superficial,54494.5,46274.5,303,373
12,NILM-intermediate& Superficial,54563.5,45682.5,293,371
13,NILM-intermediate& Superficial,53425.0,47757.5,243,312
14,NILM-intermediate& Superficial,54215.0,47700.5,237,260
15,NILM-intermediate& Superficial,55277.0,47879.0,246,220
16,NILM-intermediate& Superficial,54696.5,47169.0,302,305
17,NILM-Inflammatory cells,53513.5,47152.0,70,81
18,NILM-Inflammatory cells,52590.5,48282.0,90,113
19,NILM-Inflammatory cells,53331.5,48170.0,122,221
20,NILM-Inflammatory cells,52717.5,48463.0,156,267
21,NILM-Inflammatory cells,52840.5,46903.5,209,481
22,NILM-intermediate& Superficial,53011.5,46493.5,225,391
23,NILM-intermediate& Superficial,53524.5,46625.0,420,461
24,NILM-intermediate& Superficial,51016.5,47218.0,398,459
25,NILM-intermediate& Superficial,50843.5,47739.0,644,377
26,NILM-intermediate& Superficial,52154.5,47963.5,541,353
27,NILM-intermediate& Superficial,52202.5,47408.5,285,315
28,NILM-intermediate& Superficial,51704.5,49430.5,355,413
29,NILM-intermediate& Superficial,51890.0,50003.5,467,424
30,NILM-intermediate& Superficial,51180.5,51169.5,305,357
31,NILM-intermediate& Superficial,52766.0,51099.5,279,420
32,NILM-intermediate& Superficial,50850.0,50404.5,307,182
33,NILM-Inflammatory cells,50377.5,52167.5,429,575
34,NILM-intermediate& Superficial,53160.5,53411.0,248,265
35,NILM-intermediate& Superficial,52756.0,52912.5,369,346
36,NILM-intermediate& Superficial,51731.5,52922.5,223,369
37,NILM-intermediate& Superficial,52920.0,54647.5,227,280
38,NILM-intermediate& Superficial,52783.0,55591.0,244,348
39,NILM-intermediate& Superficial,53628.5,56056.0,322,283
40,NILM-intermediate& Superficial,52167.5,56822.0,240,277
41,NILM-intermediate& Superficial,53047.0,56592.5,317,414
42,NILM-intermediate& Superficial,55106.5,57448.0,346,283
43,NILM-intermediate& Superficial,54569.5,57221.5,281,373
44,NILM-intermediate& Superficial,53316.5,55588.5,321,423
45,NILM-intermediate& Superficial,56551.0,57365.5,353,294
46,NILM-intermediate& Superficial,58374.5,58870.5,267,301
47,NILM-intermediate& Superficial,57545.0,57811.0,242,314
48,NILM-intermediate& Superficial,56960.0,57668.5,289,244
49,NILM-intermediate& Superficial,57865.5,57903.5,301,317
50,NILM-intermediate& Superficial,60491.0,59004.0,252,326
51,NILM-intermediate& Superficial,56613.5,61091.5,281,355
52,NILM-intermediate& Superficial,55541.0,61602.0,258,244
53,NILM-intermediate& Superficial,58193.0,62518.5,299,328
54,NILM-intermediate& Superficial,58647.5,62327.5,231,295
55,NILM-intermediate& Superficial,58932.5,62544.0,274,191
56,NILM-intermediate& Superficial,58905.0,61928.5,179,342
57,NILM-intermediate& Superficial,59269.5,63761.5,221,281
58,NILM-intermediate& Superficial,58850.0,63925.5,233,290
59,NILM-intermediate& Superficial,56915.0,64624.0,278,220
60,NILM-intermediate& Superficial,56546.5,63788.5,305,377
61,NILM-intermediate& Superficial,57382.0,64518.5,251,270
62,NILM-intermediate& Superficial,57979.5,63096.5,243,301
63,NILM-intermediate& Superficial,58796.0,64807.0,326,276
64,NILM-intermediate& Superficial,59731.5,63910.5,281,319
65,NILM-intermediate& Superficial,60208.5,63980.5,147,335
66,NILM-intermediate& Superficial,60880.5,64779.0,278,393
67,NILM-intermediate& Superficial,61680.0,65086.5,265,232
68,NILM-intermediate& Superficial,59669.5,65844.0,238,303
69,NILM-intermediate& Superficial,59576.5,67309.5,241,305
70,NILM-intermediate& Superficial,58054.5,66532.5,339,321
71,NILM-intermediate& Superficial,61626.5,66541.5,353,267
72,NILM-intermediate& Superficial,62208.0,66294.0,312,236
73,NILM-intermediate& Superficial,61733.0,65718.0,284,224
74,NILM-intermediate& Superficial,60310.0,65715.0,182,276
75,NILM-intermediate& Superficial,60672.5,65570.0,234,247
76,NILM-intermediate& Superficial,62648.5,67994.5,479,357
77,NILM-intermediate& Superficial,59392.5,68235.0,332,323
78,NILM-intermediate& Superficial,61669.0,69372.0,238,218
79,NILM-intermediate& Superficial,59522.0,70912.0,274,348
80,NILM-intermediate& Superficial,60430.5,72303.0,292,323
81,NILM-intermediate& Superficial,56643.0,70810.0,254,296
82,NILM-intermediate& Superficial,55907.5,71791.0,216,227
83,NILM-intermediate& Superficial,57187.0,74682.0,238,234
84,NILM-intermediate& Superficial,57216.0,75055.0,310,288
85,NILM-intermediate& Superficial,58136.5,75727.5,245,225
86,NILM-intermediate& Superficial,59699.5,76222.0,344,391
87,NILM-intermediate& Superficial,58180.5,76654.5,243,321
88,NILM-intermediate& Superficial,60157.0,77769.5,479,258
89,NILM-intermediate& Superficial,58167.0,77672.0,332,330
90,NILM-intermediate& Superficial,60651.0,78214.5,371,340
91,NILM-intermediate& Superficial,61126.0,78105.0,404,378
92,NILM-intermediate& Superficial,59133.0,78589.5,289,254
93,NILM-Inflammatory cells,58217.0,78478.5,199,264
94,NILM-Inflammatory cells,58744.5,78591.5,93,145
95,NILM-Inflammatory cells,57322.5,78845.5,143,107
96,NILM-Inflammatory cells,57078.5,79230.0,122,173
97,NILM-Inflammatory cells,58058.0,79000.5,103,112
98,NILM-Inflammatory cells,56418.5,77887.0,118,103
99,NILM-Inflammatory cells,59454.5,78648.5,91,99
100,NILM-Inflammatory cells,62081.0,77907.0,328,184
101,NILM-Inflammatory cells,61972.5,77496.0,124,217
102,NILM-Inflammatory cells,61398.0,77510.5,95,122
103,NILM-Inflammatory cells,62295.0,77250.0,124,88
104,NILM-intermediate& Superficial,61863.5,76534.0,330,263
105,NILM-intermediate& Superficial,61370.0,76828.0,300,296
106,NILM-intermediate& Superficial,62504.5,76801.0,282,199
107,NILM-intermediate& Superficial,63131.5,76680.5,325,225
108,NILM-intermediate& Superficial,62471.5,77101.5,225,145
109,NILM-intermediate& Superficial,60273.0,76616.5,251,184
110,NILM-intermediate& Superficial,60590.0,76628.0,228,284
111,NILM-intermediate& Superficial,59719.5,77117.5,205,223
112,NILM-intermediate& Superficial,59411.5,76931.0,298,255
113,NILM-Inflammatory cells,59522.5,76578.5,169,161
114,NILM-intermediate& Superficial,60339.0,76056.5,233,246
115,NILM-intermediate& Superficial,60716.0,75495.0,300,246
116,NILM-intermediate& Superficial,61267.5,76078.0,226,127
117,NILM-intermediate& Superficial,61867.5,75861.5,225,213
118,NILM-intermediate& Superficial,59450.5,74982.5,285,213
119,NILM-intermediate& Superficial,59073.0,75168.5,211,158
120,NILM-intermediate& Superficial,59277.0,75896.5,339,228
121,NILM-intermediate& Superficial,61426.0,74913.5,299,296
122,NILM-intermediate& Superficial,63493.5,74093.0,234,297
123,NILM-intermediate& Superficial,63212.5,73489.5,157,249
124,NILM-intermediate& Superficial,63549.0,73741.0,230,248
125,NILM-intermediate& Superficial,62680.0,74172.0,270,334
126,NILM-intermediate& Superficial,61106.5,73399.0,184,319
127,NILM-intermediate& Superficial,61472.5,73133.5,279,247
128,NILM-intermediate& Superficial,61511.5,73453.0,268,275
129,NILM-intermediate& Superficial,61988.5,73558.5,215,269
130,NILM-Parabasal,62325.5,72798.0,148,147
131,NILM-intermediate& Superficial,64032.5,73053.0,278,317
132,NILM-intermediate& Superficial,64429.5,73418.0,244,269
133,NILM-intermediate& Superficial,65021.5,73101.0,274,285
134,NILM-intermediate& Superficial,65363.0,73120.0,330,226
135,NILM-Inflammatory cells,64630.0,73142.5,131,90
136,NILM-Inflammatory cells,64960.5,73401.0,190,153
137,NILM-Inflammatory cells,64651.0,73771.0,250,102
138,NILM-Inflammatory cells,65689.0,74260.5,173,162
139,NILM-Inflammatory cells,65988.5,74782.5,147,139
140,NILM-Inflammatory cells,66355.0,75021.5,97,84
141,NILM-intermediate& Superficial,67407.5,73590.0,416,351
142,NILM-intermediate& Superficial,66848.0,73260.0,178,186
143,NILM-intermediate& Superficial,68641.5,72098.0,290,209
144,NILM-Inflammatory cells,67774.5,71725.0,554,323
145,NILM-Inflammatory cells,70770.5,71635.5,161,207
146,NILM-intermediate& Superficial,69991.0,70977.5,299,268
147,NILM-intermediate& Superficial,70273.5,70386.0,274,297
148,NILM-intermediate& Superficial,69781.0,70061.0,412,284
149,NILM-intermediate& Superficial,70680.0,70231.0,306,314
150,NILM-intermediate& Superficial,71132.5,70480.0,210,333
151,NILM-intermediate& Superficial,71524.0,69837.5,201,220
152,NILM-intermediate& Superficial,72063.0,69928.5,283,346
153,NILM-intermediate& Superficial,71127.0,69436.5,309,222
154,NILM-intermediate& Superficial,71596.0,69505.5,355,294
155,NILM-intermediate& Superficial,70458.5,69142.5,237,197
156,NILM-intermediate& Superficial,71950.0,69637.0,200,284
157,NILM-intermediate& Superficial,70774.5,69848.0,300,229
158,NILM-intermediate& Superficial,69975.0,67629.5,329,292
159,NILM-intermediate& Superficial,71448.0,67764.5,291,270
160,NILM-intermediate& Superficial,72073.0,70901.5,243,270
161,NILM-intermediate& Superficial,71722.0,69064.0,256,312
162,NILM-intermediate& Superficial,63839.0,68016.5,239,234
163,NILM-intermediate& Superficial,63651.0,68161.5,223,190
164,NILM-intermediate& Superficial,63552.5,67429.0,240,285
165,NILM-intermediate& Superficial,64720.0,64344.0,194,264
166,NILM-intermediate& Superficial,65111.5,64466.5,167,285
167,NILM-intermediate& Superficial,64840.0,61309.5,283,322
168,NILM-intermediate& Superficial,66403.5,60495.0,244,293
169,NILM-intermediate& Superficial,66899.0,60568.5,313,312
170,NILM-intermediate& Superficial,66660.0,60860.5,249,288
171,NILM-intermediate& Superficial,67208.0,59989.0,166,240
172,NILM-intermediate& Superficial,67630.5,58832.0,292,377
173,NILM-intermediate& Superficial,68981.5,59084.5,285,285
174,NILM-intermediate& Superficial,69122.0,59731.5,335,270
175,NILM-intermediate& Superficial,69370.5,59055.5,209,155
176,NILM-intermediate& Superficial,71253.5,60141.5,203,279
177,NILM-intermediate& Superficial,71670.5,60051.5,265,281
178,NILM-intermediate& Superficial,68439.0,60370.5,319,242
179,NILM-intermediate& Superficial,68615.5,57904.0,180,285
180,NILM-intermediate& Superficial,69095.0,57682.0,238,310
181,NILM-intermediate& Superficial,71088.5,58069.0,254,307
182,NILM-intermediate& Superficial,72390.0,59303.5,413,454
183,NILM-intermediate& Superficial,71977.0,56904.5,431,278
184,NILM-intermediate& Superficial,69949.5,57091.0,176,353
185,NILM-intermediate& Superficial,70667.5,55322.5,335,279
186,NILM-intermediate& Superficial,73473.0,55772.5,243,310
187,NILM-intermediate& Superficial,72089.5,53000.5,337,355
188,NILM-intermediate& Superficial,70858.0,50928.5,205,404
189,NILM-intermediate& Superficial,71847.5,50481.5,317,321
190,NILM-intermediate& Superficial,70700.0,49682.5,319,308
191,NILM-intermediate& Superficial,70809.0,48673.5,227,314
192,NILM-intermediate& Superficial,67447.5,47252.5,265,335
193,NILM-intermediate& Superficial,69164.5,48293.5,281,319
194,NILM-intermediate& Superficial,70829.0,46839.5,229,324
195,NILM-intermediate& Superficial,71653.5,46567.5,251,265
196,NILM-intermediate& Superficial,72460.0,46772.5,281,292
197,NILM-intermediate& Superficial,74167.0,46944.5,323,288
198,NILM-intermediate& Superficial,74451.0,47605.0,360,384
199,NILM-intermediate& Superficial,72485.0,44443.0,334,362
200,NILM-intermediate& Superficial,72855.5,44549.0,218,213
201,NILM-intermediate& Superficial,72545.5,45169.5,283,295
202,NILM-intermediate& Superficial,71341.5,41405.0,390,357
203,NILM-intermediate& Superficial,70954.0,39609.0,286,278
