,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
0,0,NILM,45431.0,50517.0,124,88
1,1,NILM,45826.5,50520.0,164,135
2,2,NILM,45630.0,48059.5,89,104
3,3,NILM,41566.0,49537.5,195,612
4,4,NILM,40099.0,50766.0,148,164
5,5,NILM,38637.0,51019.5,101,204
6,6,NILM,38723.5,51772.5,89,137
7,7,NILM,39320.5,52212.5,201,135
8,8,NILM,37178.0,54203.0,134,180
9,9,NILM,35659.5,54569.5,137,163
10,10,NILM,34781.5,56984.0,102,155
11,11,NILM,34465.0,57634.0,146,124
12,12,NILM,33235.5,58141.0,182,155
13,13,NILM,35328.0,59426.0,284,130
14,14,NILM,35965.0,59600.0,242,182
15,15,NILM,36680.5,58939.0,208,181
16,16,NILM,32965.0,59359.5,157,164
17,17,NILM,32721.0,59581.0,512,212
18,18,NILM,31639.5,59243.5,129,133
19,19,NILM,32004.0,58695.0,188,140
20,20,NILM,31699.5,58804.5,181,115
21,21,NILM,26433.5,58029.0,100,109
22,22,NILM,27000.5,59191.0,160,153
23,23,NILM,19928.0,63575.5,159,166
24,24,NILM,20918.0,63833.5,295,100
25,25,NILM,15447.5,61899.5,197,217
26,26,NILM,15250.0,63346.0,188,178
27,27,NILM,14175.5,61534.0,206,421
28,28,NILM,13916.5,62678.5,151,243
29,29,NILM,11969.0,63874.0,220,232
30,30,NILM,11920.0,65773.5,215,240
31,31,NILM,10254.0,61992.5,163,280
32,32,NILM,9410.0,62455.0,252,198
33,33,NILM,6374.5,55626.5,167,329
34,34,NILM,8717.5,54698.0,262,443
35,35,NILM,10857.5,55258.5,143,291
36,36,NILM,6401.0,51534.5,175,206
37,37,NILM,5996.0,48605.0,152,410
38,38,NILM,11226.5,41011.5,169,175
39,39,NILM,12674.5,41411.0,184,167
40,40,NILM,11858.5,41128.5,193,149
41,41,NILM,10607.0,39358.0,242,178
42,42,NILM,11286.5,35763.0,320,323
43,43,NILM,11508.0,36518.0,166,316
44,44,NILM,8887.5,34180.5,163,387
45,45,NILM,7329.5,34613.0,284,407
46,46,NILM,8490.0,31465.0,300,350
47,47,NILM,7367.0,31178.0,246,358
48,48,NILM,9004.0,29990.0,220,358
49,49,NILM,9215.0,29050.0,192,242
50,50,NILM,9867.0,28300.5,177,118
51,51,NILM,6347.0,27906.0,122,164
52,52,NILM,13675.5,27171.0,260,565
53,53,NILM,13927.0,26707.5,507,178
54,54,NILM,15350.5,31813.0,258,469
55,55,NILM,14214.0,33281.0,418,518
56,56,NILM,16598.0,31234.5,267,300
57,57,NILM,18360.5,31206.5,443,249
58,58,NILM,18575.5,32064.0,272,403
59,59,NILM,26225.5,26644.0,234,275
60,60,NILM,23904.0,26340.5,263,338
61,61,NILM,23026.0,26169.5,329,416
62,62,NILM,23135.0,27595.0,356,260
63,63,NILM,23674.5,27962.0,312,315
64,64,NILM,24076.0,28959.0,340,238
65,65,NILM,25324.5,27354.5,369,311
66,66,NILM,27776.0,26959.0,342,316
67,67,NILM,22690.0,25837.5,285,278
68,68,NILM,26026.5,29302.5,289,253
69,69,NILM,25800.0,30061.0,294,378
70,70,NILM,24223.5,29502.5,351,269
71,71,NILM,24406.0,29918.5,303,300
72,72,NILM,24553.0,30387.5,347,420
73,73,NILM,24251.0,30895.0,324,398
74,74,NILM,23215.5,31140.0,338,303
75,75,NILM,27283.0,30771.5,327,338
76,76,NILM,27831.0,29002.5,423,456
77,77,NILM,24612.0,31880.0,722,816
78,78,NILM,23020.0,30455.5,383,314
79,79,NILM,23526.0,33118.0,294,436
80,80,NILM,23045.5,32281.5,307,321
81,81,NILM,26308.5,32053.5,393,365
82,82,NILM,26917.5,32217.0,338,289
83,83,NILM,26268.0,33359.5,419,482
84,84,NILM,25471.0,35100.0,550,560
85,85,NILM,23090.0,33826.5,263,256
86,86,NILM,23563.0,33423.0,260,258
87,87,NILM,25283.0,35667.0,260,252
88,88,NILM,21645.0,41110.0,334,268
89,89,NILM,18738.5,41536.0,264,285
90,90,NILM,18597.5,42095.0,258,231
91,91,NILM,19654.5,42534.5,405,271
92,92,NILM,19999.0,42761.0,244,212
93,93,NILM,19492.0,44093.5,337,304
94,94,NILM,22987.0,43309.5,293,326
95,95,NILM,22690.0,44047.5,309,378
96,96,NILM,18110.5,41082.5,345,309
97,97,NILM,20527.5,41649.0,296,285
98,98,NILM,20061.0,41002.0,396,312
99,99,NILM,19547.0,40668.0,358,266
100,100,NILM,20419.5,40778.0,426,285
101,101,NILM,19079.5,47587.5,323,309
102,102,NILM,17979.0,48649.0,328,252
103,103,NILM,16448.5,49077.5,329,307
104,104,NILM,17938.5,49874.0,228,285
105,105,NILM,17829.5,50219.0,228,241
106,106,NILM,21307.0,48756.0,288,396
107,107,NILM,19766.0,49968.0,334,304
108,108,NILM,20496.0,49843.0,290,276
109,109,NILM,20215.5,47256.5,203,361
110,110,NILM,14252.5,56285.0,350,391
111,111,NILM,13723.0,53967.0,296,266
112,112,NILM,15144.0,54086.5,323,318
