,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
0,0,Lesion,40191.5,50358.5,139,159
1,1,Lesion,40603.0,49785.5,73,136
2,2,Lesion,40370.5,50324.0,134,109
3,3,Lesion,43626.5,50898.5,365,303
4,4,Lesion,43891.0,51298.0,70,120
5,5,Lesion,43978.5,50682.5,91,79
6,6,Lesion,43420.0,50593.0,108,68
7,7,Lesion,45598.5,51591.0,150,149
8,8,Lesion,46162.5,51854.5,143,99
9,9,Lesion,45443.0,52333.5,147,112
10,10,Lesion,45990.5,52445.0,110,83
11,11,Lesion,50334.5,53751.5,375,239
12,12,Lesion,57939.5,57591.5,91,85
13,13,Lesion,57799.0,58156.5,79,68
14,14,Lesion,59599.5,58921.5,93,79
15,15,Lesion,59158.0,58526.5,85,88
16,16,Lesion,59358.0,59964.5,123,116
17,17,Lesion,59761.5,60345.0,302,103
18,18,Lesion,61932.5,66709.5,67,149
19,19,Lesion,61560.0,66308.5,89,78
20,20,Lesion,61021.5,66741.5,89,95
21,21,Lesion,61112.5,68060.0,92,77
22,22,Lesion,60743.5,67810.5,111,95
23,23,Lesion,61471.5,68025.0,100,83
24,24,Lesion,63143.5,68051.5,151,179
25,25,Lesion,65741.0,70121.0,152,340
26,26,Lesion,66369.0,70888.0,98,248
27,27,Lesion,66834.5,71489.5,73,125
28,28,Lesion,68713.5,70648.5,149,345
29,29,Lesion,68403.5,70568.0,132,119
30,30,Lesion,70416.0,66863.5,255,296
31,31,Lesion,71881.5,65232.0,114,159
32,32,Lesion,73049.5,62310.5,273,209
33,33,Lesion,78263.0,58865.5,153,78
34,34,Lesion,80510.5,52888.5,139,183
35,35,Lesion,80698.5,48424.5,125,291
36,36,Lesion,83565.5,41456.5,325,117
37,37,Lesion,82894.0,39571.5,165,150
38,38,Lesion,75150.0,29445.0,184,148
39,39,Lesion,75068.5,29075.5,71,101
40,40,Lesion,74382.5,28676.5,197,197
41,41,Lesion,77307.5,25618.0,318,179
42,42,Lesion,76766.5,25787.0,182,241
43,43,Lesion,76624.5,25226.0,112,105
44,44,Lesion,78635.0,23093.0,118,128
45,45,Lesion,79081.0,22146.0,116,76
46,46,Lesion,77911.0,20296.5,383,310
47,47,Lesion,72077.5,16923.5,211,179
48,48,Lesion,66729.5,7914.5,309,159
49,49,Lesion,64585.5,5149.0,168,115
50,50,Lesion,58474.5,2356.0,236,163
51,51,Lesion,58405.0,2999.0,156,86
52,52,Lesion,55258.5,496.0,200,203
53,53,Lesion,54487.5,1649.0,128,185
54,54,Lesion,52482.5,3405.0,354,185
55,55,Lesion,51829.5,3674.0,212,209
56,56,Lesion,39867.5,5485.5,169,297
57,57,Lesion,40977.5,5004.5,243,263
58,58,Lesion,39815.0,10072.5,201,314
59,59,Lesion,43961.5,23769.5,117,105
60,60,Lesion,44110.5,24179.5,203,229
61,61,Lesion,43917.0,24633.5,93,96
62,62,Lesion,44421.5,25355.5,99,79
63,63,Lesion,45551.5,27140.0,160,177
64,64,Lesion,44784.0,28671.5,109,88
65,65,Lesion,46431.0,40698.5,247,192
66,66,Lesion,48657.0,40699.5,141,218
67,67,Lesion,48825.0,44334.5,135,136
68,68,Lesion,48610.0,46355.0,114,206
69,69,Lesion,48174.0,47422.0,158,108
70,70,Lesion,47270.0,50004.5,191,268
71,71,Lesion,48294.0,50069.0,182,186
72,72,Lesion,49817.5,50577.5,261,255
73,73,Lesion,53886.0,50868.0,190,108
74,74,Lesion,31107.0,35278.0,356,218
75,75,Lesion,21665.0,37437.5,237,214
76,76,Lesion,23160.5,37938.5,137,115
77,77,Lesion,15044.5,44004.5,167,119
78,78,Lesion,17401.0,42864.5,775,662
79,79,Lesion,19119.0,43458.0,340,388
80,80,Lesion,27930.5,45025.5,235,197
81,81,Lesion,26284.5,40352.0,230,297
82,82,Lesion,25372.5,36413.0,346,333
83,83,Lesion,25690.0,34357.5,133,216
84,84,Lesion,46023.0,32446.0,228,194
85,85,Lesion,45108.0,32742.5,125,210
86,86,Lesion,48492.0,29580.5,313,398
87,87,Lesion,49304.0,28093.5,133,76
88,88,Lesion,50190.0,27860.5,231,202
89,89,Lesion,49705.5,26186.0,218,105
90,90,Lesion,50323.5,27140.0,156,177
91,91,Lesion,49236.0,25743.0,192,170
92,92,Lesion,49716.0,25508.5,103,334
93,93,Lesion,48392.5,25724.5,121,115
94,94,Lesion,48409.0,19116.0,202,214
95,95,Lesion,47606.5,18904.5,73,89
96,96,Lesion,48445.0,20607.5,217,202
