,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
0,0,NILM,48686.5,40137.5,137,171
1,1,NILM,50787.0,39495.0,142,160
2,2,NILM,49054.5,39268.5,181,159
3,3,NILM,47950.0,38709.5,101,100
4,4,NILM,46712.0,39158.0,118,122
5,5,NILM,46504.0,39084.0,458,148
6,6,NILM,47502.0,42231.5,99,128
7,7,NILM,48888.0,43170.0,180,134
8,8,NILM,50240.5,42459.5,369,133
9,9,NILM,49417.5,41215.0,116,121
10,10,NILM,48709.5,48188.5,191,191
11,11,NILM,49862.0,48140.5,105,136
12,12,NILM,50050.0,48549.0,86,86
13,13,NILM,49170.5,48927.5,169,99
14,14,NILM,51093.5,47914.5,143,113
15,15,NILM,50240.0,49557.0,336,394
16,16,NILM,48707.5,50216.0,90,83
17,17,NILM,49074.0,50152.0,100,106
18,18,NILM,49819.5,50977.0,100,113
19,19,NILM,49492.5,51108.5,83,107
20,20,NILM,47855.0,50630.5,175,166
21,21,NILM,49096.5,51357.5,411,327
22,22,NILM,49161.0,52936.0,96,60
23,23,NILM,49433.5,52859.0,132,125
24,24,NILM,49935.5,52650.5,311,415
25,25,NILM,49880.5,51970.5,135,119
26,26,NILM,49817.0,53465.5,101,100
27,27,NILM,48086.0,54149.0,112,112
28,28,NILM,50157.0,54483.0,138,170
29,29,NILM,50915.5,55129.0,134,95
30,30,NILM,51273.5,55474.0,220,343
31,31,NILM,51612.0,55898.5,141,132
32,32,NILM,52172.0,56823.5,139,146
33,33,NILM,50641.5,57550.0,154,151
34,34,NILM,50664.5,58884.5,99,127
35,35,NILM,50463.0,59185.0,104,108
36,36,NILM,51833.0,59581.5,149,224
37,37,NILM,48361.5,58486.5,429,291
38,38,NILM,49180.0,57939.5,151,112
39,39,NILM,48986.0,58206.0,84,108
40,40,NILM,48734.0,60591.5,363,432
41,41,NILM,48595.5,61134.5,161,147
42,42,NILM,49159.5,61123.0,134,117
43,43,NILM,48358.5,62274.0,200,173
44,44,NILM,48208.5,62688.5,97,105
45,45,NILM,46290.5,61148.5,125,371
46,46,NILM,46347.5,60572.0,168,157
47,47,NILM,48215.0,61619.0,126,132
48,48,NILM,47797.0,62926.0,136,82
49,49,NILM,46555.0,61898.5,183,174
50,50,NILM,45229.0,62951.0,88,130
51,51,NILM,45485.5,62869.0,100,95
52,52,NILM,45286.0,63128.0,120,114
53,53,NILM,44714.5,62630.5,101,121
54,54,NILM,44929.0,63519.5,109,92
55,55,NILM,45697.0,63993.0,132,114
56,56,NILM,45004.0,62489.5,127,122
57,57,NILM,44654.5,62284.5,225,409
58,58,NILM,44674.5,61948.5,87,93
59,59,NILM,45526.5,62133.0,134,139
60,60,NILM,43021.0,62229.0,288,450
61,61,NILM,42814.0,62549.5,159,98
62,62,NILM,41990.0,63241.0,116,92
63,63,NILM,42314.0,64203.0,122,96
64,64,NILM,42685.0,64097.5,417,182
65,65,NILM,45080.0,63109.5,99,98
66,66,Lesion,38925.5,66589.0,522,761
67,67,Lesion,38656.0,65929.0,222,180
68,68,NILM,41744.5,69652.5,283,375
69,69,NILM,42884.0,69864.0,136,104
70,70,NILM,42917.5,69218.0,124,175
71,71,NILM,43484.0,69401.5,123,116
72,72,NILM,43675.5,70186.0,148,97
73,73,NILM,42551.5,69602.5,139,159
74,74,NILM,41076.0,70668.5,129,154
75,75,NILM,42411.5,71332.0,252,171
76,76,NILM,40411.0,69991.5,127,118
77,77,NILM,38608.0,71032.5,99,100
78,78,NILM,38782.5,71427.0,108,93
79,79,NILM,39272.0,71567.0,138,136
80,80,NILM,36922.0,71832.5,635,324
81,81,NILM,38812.5,69830.0,258,295
82,82,NILM,28934.0,71833.0,112,150
83,83,NILM,28319.5,71537.0,158,151
84,84,NILM,28378.5,72780.0,182,165
85,85,NILM,26851.5,72387.5,163,211
86,86,NILM,26356.5,73056.0,212,287
87,87,NILM,26688.0,71347.0,232,392
88,88,NILM,27268.0,71243.5,131,164
89,89,NILM,28118.5,69906.5,151,323
90,90,NILM,29335.0,69285.0,194,132
91,91,NILM,29505.5,68227.0,108,143
92,92,NILM,30164.0,68396.0,130,112
93,93,NILM,28311.0,67231.0,328,446
94,94,NILM,22746.5,70438.0,88,75
95,95,NILM,23027.0,70708.5,149,96
96,96,NILM,21927.0,71416.0,108,116
97,97,NILM,25308.5,71366.0,128,99
98,98,NILM,25525.5,71512.5,95,113
99,99,NILM,26503.0,72090.0,262,216
100,100,NILM,21035.5,74668.0,92,107
101,101,NILM,21320.0,74365.5,95,130
102,102,NILM,22431.0,74511.0,102,110
103,103,NILM,22613.0,74996.5,159,102
104,104,NILM,15791.0,69472.0,920,508
105,105,NILM,15255.5,67319.5,295,303
106,106,NILM,13303.0,65967.5,95,144
107,107,NILM,13735.0,66664.0,114,94
108,108,NILM,13658.0,64959.5,117,92
109,109,NILM,14216.0,65354.5,91,80
110,110,NILM,15413.5,65149.5,145,111
111,111,NILM,14556.5,61291.5,397,609
112,112,NILM,17732.5,58784.0,556,497
113,113,NILM,19632.0,58801.0,332,444
114,114,NILM,17262.0,54856.5,451,344
115,115,NILM,13210.0,52942.0,98,134
116,116,NILM,13505.0,52867.5,107,132
117,117,NILM,14177.5,53239.5,255,307
118,118,NILM,14853.0,53074.5,111,134
119,119,NILM,15770.0,53048.5,87,80
120,120,NILM,15210.5,52723.5,75,83
121,121,NILM,8354.0,43826.5,91,116
122,122,NILM,14345.5,51335.5,199,159
123,123,NILM,15006.0,51841.0,92,102
124,124,NILM,13878.0,52332.5,85,90
125,125,NILM,11443.0,51607.5,113,116
126,126,NILM,11607.0,50319.5,303,402
127,127,NILM,11001.0,45266.0,458,278
128,128,NILM,12005.5,46015.0,136,177
129,129,NILM,9995.5,45562.0,102,93
130,130,NILM,10084.5,45729.0,100,115
131,131,NILM,13709.5,45253.0,150,185
132,132,NILM,12255.0,46541.5,73,104
133,133,NILM,12466.0,46111.5,81,130
134,134,NILM,14093.0,44377.0,104,136
135,135,NILM,14634.5,44089.5,91,129
136,136,NILM,15103.5,44500.5,87,107
137,137,NILM,12751.0,42714.0,132,250
138,138,NILM,15636.0,41901.0,130,140
139,139,NILM,15068.0,42020.5,141,150
140,140,NILM,16759.5,43316.0,236,189
141,141,NILM,17074.5,42758.5,115,251
142,142,NILM,10582.0,36096.5,373,406
143,143,NILM,9307.0,36201.0,194,194
144,144,NILM,9010.5,36548.0,110,179
145,145,NILM,10904.5,35156.5,111,97
146,146,NILM,11572.5,35123.5,85,105
147,147,NILM,9742.5,34923.0,314,427
148,148,NILM,8205.5,34400.5,93,93
149,149,NILM,7000.5,34158.5,131,217
150,150,NILM,5485.5,33408.0,86,107
151,151,NILM,7884.5,33117.0,108,95
152,152,NILM,9889.0,32657.0,216,332
153,153,NILM,12295.5,33243.0,334,275
154,154,NILM,9914.5,31661.5,115,91
155,155,NILM,11046.0,31648.5,139,104
156,156,NILM,9575.5,26235.0,118,137
157,157,NILM,11332.5,26689.5,97,151
158,158,NILM,11807.0,26623.0,108,140
159,159,NILM,9651.5,25171.5,123,133
160,160,NILM,10238.0,24877.5,149,158
161,161,NILM,8974.0,25168.0,254,158
162,162,NILM,11282.0,24559.0,92,130
163,163,NILM,12870.0,24361.0,134,192
164,164,NILM,13031.5,24990.5,101,99
165,165,NILM,13261.0,25693.5,135,200
166,166,NILM,12874.5,24605.5,85,145
167,167,NILM,12591.5,25427.5,229,311
168,168,NILM,13890.5,25173.0,144,125
169,169,NILM,14185.5,24781.0,152,129
170,170,NILM,14071.5,24308.0,232,245
171,171,NILM,14841.5,24336.5,129,215
172,172,NILM,12668.5,19226.5,173,189
173,173,NILM,12465.5,18978.5,273,187
174,174,NILM,15579.5,20533.5,89,97
175,175,NILM,16036.5,20593.5,121,89
176,176,NILM,16873.5,18676.5,211,185
177,177,NILM,25551.0,15177.5,129,114
178,178,NILM,25684.0,15111.5,105,128
179,179,NILM,25786.5,16241.0,62,117
180,180,NILM,25586.0,11733.5,109,156
181,181,NILM,26145.5,11476.5,105,129
182,182,NILM,26297.0,11929.0,92,94
183,183,NILM,26497.0,11980.0,110,84
184,184,NILM,25573.5,11127.0,280,345
185,185,NILM,24236.5,9601.0,108,95
186,186,NILM,24579.0,9249.0,222,242
187,187,NILM,30102.0,10749.0,98,116
188,188,NILM,29084.0,9669.5,149,212
189,189,NILM,30289.5,9587.0,146,189
190,190,NILM,28452.0,10333.5,131,184
191,191,NILM,30771.0,9876.5,197,200
192,192,NILM,30105.0,11306.5,293,434
193,193,NILM,28324.5,9998.5,115,103
194,194,NILM,28306.5,10767.5,259,205
195,195,NILM,32995.0,10794.0,264,128
196,196,NILM,32862.5,10563.5,87,141
197,197,NILM,33170.5,11293.5,371,197
198,198,NILM,32024.5,11352.0,82,73
199,199,NILM,32478.0,10908.0,146,258
200,200,NILM,31603.5,11149.0,214,185
201,201,NILM,33402.5,11652.5,105,215
202,202,NILM,34426.5,10360.5,93,131
203,203,NILM,34441.5,11313.5,295,173
204,204,NILM,33810.0,13304.0,128,144
205,205,NILM,34041.0,12595.0,104,136
206,206,NILM,35939.5,12937.5,107,215
207,207,NILM,33632.0,14276.0,156,212
208,208,NILM,35254.5,17184.5,153,139
209,209,NILM,34944.0,17705.5,111,150
210,210,NILM,36241.0,18301.5,93,102
211,211,NILM,36289.5,18661.5,81,137
212,212,NILM,34064.0,18938.0,156,106
213,213,NILM,34537.5,20022.5,123,137
214,214,NILM,35508.0,19476.5,91,114
215,215,NILM,36565.0,19738.5,83,120
216,216,NILM,34879.5,21089.0,150,137
217,217,NILM,35735.0,23667.0,104,82
218,218,NILM,35638.5,22807.5,93,99
219,219,NILM,34909.0,25460.0,104,88
220,220,NILM,35169.0,28286.0,118,126
221,221,NILM,36238.0,29739.5,121,118
222,222,NILM,35291.0,31269.5,83,130
223,223,NILM,35715.5,31243.5,107,137
224,224,NILM,35179.5,34340.5,101,129
225,225,NILM,34857.0,34958.0,104,96
226,226,NILM,35341.5,34951.0,142,157
227,227,NILM,35787.5,34852.0,162,275
228,228,NILM,35225.5,35783.5,79,113
229,229,NILM,34736.5,35200.0,84,101
230,230,NILM,35061.0,35446.5,111,144
231,231,NILM,36044.0,36562.5,129,172
232,232,NILM,36051.5,36944.0,116,127
233,233,NILM,37285.0,36597.5,79,100
234,234,NILM,34893.0,38358.5,297,292
235,235,NILM,35506.0,38191.0,194,266
236,236,NILM,35127.5,37817.5,113,117
237,237,NILM,35982.0,38378.0,136,136
238,238,NILM,37115.0,38072.0,124,130
239,239,NILM,38348.0,38291.5,269,354
240,240,NILM,37822.5,39649.5,149,201
241,241,NILM,43531.5,43024.5,127,183
242,242,NILM,42971.5,43788.5,145,191
243,243,NILM,44382.0,43881.0,192,180
244,244,NILM,45320.5,44572.0,144,203
245,245,NILM,44522.5,44638.0,186,111
246,246,NILM,45355.5,44850.5,101,187
247,247,NILM,45211.5,45795.0,266,175
248,248,NILM,46055.0,46131.0,116,80
249,249,NILM,44256.0,46889.5,101,94
250,250,NILM,45309.5,46887.5,141,345
251,251,NILM,46769.5,48191.5,239,213
252,252,NILM,45358.5,52446.5,175,195
253,253,NILM,43285.5,53479.0,138,103
254,254,NILM,43142.0,52250.5,127,136
255,255,NILM,43806.0,52444.0,136,108
256,256,NILM,44788.0,53858.5,89,108
257,257,NILM,44976.0,54740.5,147,220
258,258,NILM,46251.0,52971.5,119,84
259,259,NILM,45810.0,57461.5,105,70
260,260,NILM,45305.5,55976.0,84,133
261,261,NILM,45421.5,57567.0,328,285
262,262,NILM,54077.5,50567.0,84,163
263,263,NILM,54411.0,49620.5,243,220
264,264,NILM,54572.0,48585.0,82,96
265,265,NILM,56263.5,49943.5,131,195
266,266,NILM,55570.5,47966.0,108,107
267,267,NILM,54554.0,47078.0,80,130
268,268,NILM,56774.0,47273.0,134,142
269,269,NILM,57032.0,47551.0,156,126
270,270,NILM,57983.0,47745.5,127,96
271,271,NILM,56901.0,48916.5,183,176
272,272,NILM,57069.5,46237.5,117,95
273,273,NILM,57415.5,46293.0,94,123
274,274,NILM,56862.0,45693.0,126,140
275,275,NILM,59699.0,45550.0,142,104
276,276,NILM,60720.5,45112.0,136,149
277,277,NILM,59930.0,43690.5,105,136
278,278,NILM,60476.0,43986.5,103,78
279,279,NILM,58484.5,43764.0,144,195
280,280,NILM,58250.0,43225.0,92,124
281,281,NILM,61012.0,41908.0,106,154
282,282,NILM,61078.0,42277.5,125,134
283,283,NILM,63348.5,41834.5,107,141
284,284,NILM,61612.0,39244.0,134,134
285,285,NILM,61520.5,39384.5,89,89
286,286,NILM,60216.5,37970.5,129,155
287,287,NILM,60773.0,35922.5,197,272
288,288,NILM,58814.0,34718.5,149,122
289,289,NILM,58177.5,34726.5,153,81
290,290,NILM,58994.0,34201.0,132,254
291,291,NILM,60872.0,33808.0,206,134
292,292,NILM,58087.5,31247.5,133,155
293,293,NILM,57235.5,32044.5,127,161
294,294,NILM,57436.5,32499.5,93,99
295,295,NILM,59351.0,31834.5,263,176
296,296,NILM,62294.5,29706.0,218,209
