,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
0,0,NILM,44090.5,41774.0,134,165
1,1,NILM,44894.0,41630.5,95,92
2,2,NILM,45054.5,41804.5,111,105
3,3,NILM,45066.0,41988.5,107,120
4,4,NILM,44534.5,42711.5,149,177
5,5,NILM,46047.0,43172.0,102,98
6,6,NILM,43490.5,41192.0,142,147
7,7,NILM,44357.5,41198.5,109,145
8,8,NILM,44848.0,41363.0,192,96
9,9,NILM,46644.0,42171.0,162,124
10,10,NILM,46783.0,43687.0,140,106
11,11,NILM,44718.5,43675.0,120,125
12,12,NILM,46054.5,44561.0,128,195
13,13,NILM,47317.0,43401.5,75,86
14,14,NILM,48488.5,44013.5,151,133
15,15,NILM,49550.0,45369.0,132,120
16,16,NILM,48734.5,43667.5,93,101
17,17,NILM,47264.5,44867.0,96,103
18,18,NILM,46581.0,45677.0,160,164
19,19,NILM,46977.0,46247.0,102,100
20,20,NILM,48014.0,46417.0,88,100
21,21,NILM,48698.5,46719.5,115,105
22,22,NILM,49050.0,46751.0,106,146
23,23,NILM,48231.0,45273.0,84,78
24,24,NILM,50151.5,47019.0,90,113
25,25,NILM,50624.5,46879.0,112,121
26,26,NILM,50670.0,46591.0,118,164
27,27,NILM,51285.0,46751.0,184,130
28,28,NILM,52432.0,48279.5,141,100
29,29,NILM,51062.5,48341.0,160,111
30,30,NILM,49925.5,48836.5,155,103
31,31,NILM,52302.5,49460.0,130,117
32,32,NILM,51143.0,50707.5,169,194
33,33,NILM,52588.0,50130.5,139,158
34,34,NILM,53052.5,49757.0,94,97
35,35,NILM,53243.5,50460.0,74,101
36,36,NILM,50162.5,49525.0,102,115
37,37,NILM,50193.5,51043.5,79,107
38,38,NILM,52579.0,48830.5,77,90
39,39,NILM,52840.0,50509.5,105,120
40,40,NILM,52492.0,52283.0,150,170
41,41,NILM,50407.0,53146.0,82,90
42,42,NILM,49242.5,52857.0,78,97
43,43,NILM,50988.0,52960.0,118,150
44,44,NILM,52141.5,53142.5,189,115
45,45,NILM,50814.0,55575.0,142,122
46,46,NILM,50485.5,55186.0,108,83
47,47,NILM,50758.0,55842.0,92,94
48,48,NILM,50380.5,54510.5,115,91
49,49,NILM,50944.5,56106.0,130,151
50,50,NILM,51779.0,56157.0,116,116
51,51,NILM,51507.0,56327.5,95,84
