,Unnamed: 0,type,boundary_center_x,boundary_center_y,height,width
0,0,NILM,45924.5,47009.0,160,129
1,1,NILM,44455.5,46738.5,87,137
2,2,NILM,45873.5,46526.5,119,173
3,3,NILM,45442.5,46208.0,138,147
4,4,NILM,44456.5,47433.0,106,157
5,5,NILM,46503.0,47147.0,144,90
6,6,NILM,46809.5,47703.5,117,119
7,7,NILM,45099.5,47882.5,107,93
8,8,NILM,45472.5,46524.5,133,145
9,9,NILM,48094.0,45625.5,167,146
10,10,NILM,47765.0,47545.5,91,110
11,11,NILM,46925.0,46863.0,112,116
12,12,NILM,44510.5,46965.0,226,297
13,13,NILM,43319.5,46740.5,103,137
14,14,NILM,42580.0,46416.0,164,152
15,15,NILM,43491.5,45482.5,227,261
16,16,NILM,43990.5,45965.5,251,189
17,17,NILM,36590.5,45046.5,131,169
18,18,NILM,36095.5,43898.5,165,111
19,19,NILM,35999.5,43285.5,163,237
20,20,NILM,35275.5,42927.5,167,147
21,21,NILM,37719.0,42408.0,142,164
22,22,NILM,38165.5,43383.0,214,217
23,23,NILM,38592.0,36061.0,94,110
24,24,NILM,39184.0,36094.5,119,138
25,25,NILM,39406.5,36438.5,101,121
26,26,NILM,39296.5,35567.0,120,117
27,27,NILM,39321.5,37187.5,73,111
28,28,NILM,37901.5,31307.5,155,325
29,29,NILM,38306.0,31821.5,135,162
30,30,NILM,39237.0,31993.0,96,142
31,31,NILM,39012.5,31617.0,170,179
32,32,NILM,39583.0,31708.5,133,106
33,33,NILM,38388.5,33375.5,131,123
34,34,NILM,38345.5,24126.5,135,141
35,35,NILM,38981.0,23459.0,146,198
36,36,NILM,39521.0,24302.5,151,110
37,37,NILM,40089.5,23942.0,98,157
38,38,NILM,40402.0,24788.0,178,110
39,39,NILM,40351.5,25097.5,117,199
40,40,NILM,39129.0,25009.0,164,220
41,41,NILM,38621.0,24121.5,243,328
42,42,NILM,38831.5,18931.5,149,181
43,43,NILM,39977.0,18586.0,134,138
44,44,NILM,40568.0,19149.5,153,198
45,45,NILM,39630.0,20222.5,129,140
46,46,NILM,38733.0,19709.0,160,180
47,47,NILM,47718.5,11967.5,133,109
48,48,NILM,47258.5,11992.5,123,149
49,49,NILM,47538.5,11545.0,214,257
50,50,NILM,47131.5,11463.0,130,141
51,51,NILM,46600.0,12367.5,145,150
52,52,NILM,46607.5,12713.0,116,83
53,53,NILM,48393.0,11512.0,114,96
54,54,NILM,48512.5,11766.0,122,129
55,55,NILM,48909.5,3308.0,76,133
56,56,NILM,49248.5,3398.0,146,197
57,57,NILM,48821.5,3510.0,120,153
58,58,NILM,48786.5,4902.0,174,147
