,index,type,boundary_center_x,boundary_center_y,height,width
0,0,HSIL,31402.0,3889.0,332,258
1,1,HSIL,31855.0,5015.5,175,152
2,2,HSIL,33877.0,5256.0,258,232
3,3,HSIL,32792.5,3116.0,164,199
4,4,HSIL,33472.5,2378.5,127,147
5,5,HSIL,35164.0,2461.5,175,190
6,6,ASC-H,34478.0,3554.0,240,242
7,7,ASC-H,34059.5,4756.5,157,127
8,8,ASC-H,37085.5,986.0,402,245
9,9,HSIL,37449.5,466.5,169,273
10,10,HSIL,39783.0,497.0,186,166
11,11,ASC-H,41954.0,1538.0,164,254
12,12,HSIL,42889.0,2233.5,175,124
13,13,ASC-H,37479.5,928.5,241,227
14,14,ASC-H,35244.0,899.5,129,216
15,15,ASC-H,31513.5,2813.0,160,137
16,16,ASC-H,29452.0,1908.5,123,190
17,17,ASC-H,29843.0,3782.5,201,148
18,18,ASC-H,29543.0,4350.5,91,90
19,19,ASC-H,29110.0,5485.5,135,126
20,20,ASC-H,26570.0,5049.0,188,140
21,21,HSIL,25014.0,4245.0,168,140
22,22,HSIL,24152.0,5166.5,157,166
23,23,HSIL,25720.0,6585.5,205,220
24,24,ASC-H,24297.5,5368.5,151,85
25,25,ASC-H,25609.0,5206.5,159,120
26,26,ASC-H,25064.0,5193.5,85,74
27,27,ASC-H,24576.5,7016.0,190,203
28,28,HSIL,24737.5,7341.0,264,153
29,29,HSIL,24883.5,8360.0,120,149
30,30,HSIL,25330.0,9119.5,151,150
31,31,ASC-H,24659.0,8525.5,133,210
32,32,ASC-H,24594.5,8992.5,111,155
33,33,ASC-H,24568.5,9373.0,96,111
34,34,HSIL,25747.0,10166.5,207,174
35,35,HSIL,22930.0,9904.5,83,158
36,36,HSIL,22502.0,9588.5,107,104
37,37,ASC-H,21828.0,9174.0,160,148
38,38,ASC-H,19127.0,8505.0,184,120
39,39,HSIL,15258.0,13182.0,278,354
40,40,ASC-H,18105.5,12663.5,187,209
41,41,ASC-H,15332.5,13516.5,213,177
42,42,ASC-H,14840.5,13644.5,175,187
43,43,HSIL,13203.5,13194.5,193,229
44,44,HSIL,12794.0,15689.5,193,280
45,45,ASC-H,11964.5,14293.5,133,123
46,46,ASC-H,12291.0,13675.5,139,210
47,47,ASC-H,14221.5,15860.5,95,229
48,48,ASC-H,13538.5,15341.0,194,169
49,49,ASC-H,16097.5,14960.5,155,127
50,50,ASC-H,16400.5,16726.0,144,147
51,51,ASC-H,15565.5,18062.0,176,375
52,52,HSIL,18345.0,17175.0,188,194
53,53,ASC-H,18396.5,16628.0,340,389
54,54,ASC-H,18530.0,16866.0,98,134
55,55,ASC-H,23582.0,17035.5,387,296
56,56,HSIL,27103.0,15845.5,195,204
57,57,ASC-H,27286.0,15084.5,229,332
58,58,ASC-H,27959.5,15599.5,119,115
59,59,ASC-H,28146.0,14160.5,89,96
60,60,HSIL,31736.0,14872.0,172,162
61,61,HSIL,35894.5,15173.0,242,223
62,62,ASC-H,36950.0,14319.0,104,98
63,63,ASC-H,36356.5,10277.0,96,113
64,64,ASC-H,37522.0,9950.5,125,104
65,65,ASC-H,38903.0,10608.5,131,188
66,66,HSIL,40200.0,8731.5,351,290
67,67,HSIL,41003.0,9447.5,227,166
68,68,HSIL,42288.5,9246.0,128,85
69,69,HSIL,42036.0,10111.0,196,142
70,70,HSIL,37845.5,4316.0,246,167
71,71,ASC-H,37375.5,4227.5,149,191
72,72,ASC-H,38183.5,3785.0,174,119
73,73,HSIL,39597.0,4508.5,145,144
74,74,HSIL,46304.5,5635.0,212,355
75,75,HSIL,46683.0,4828.5,183,288
76,76,HSIL,47601.0,4448.0,206,202
77,77,ASC-H,50799.5,3053.0,102,115
78,78,ASC-H,50008.5,3255.5,91,89
79,79,ASC-H,53312.5,3782.5,263,125
80,80,ASC-H,53449.5,3222.0,138,199
81,81,HSIL,54407.5,4427.0,244,249
82,82,HSIL,53008.5,4059.5,231,265
83,83,HSIL,51003.5,5219.0,170,155
84,84,ASC-H,50039.5,4548.5,161,157
85,85,ASC-H,49529.0,5776.5,189,130
86,86,ASC-H,48693.0,5512.0,94,112
87,87,HSIL,56995.0,4696.0,320,308
88,88,HSIL,58101.0,5040.0,180,142
89,89,ASC-H,57119.0,4484.0,96,102
90,90,ASC-H,56476.5,4108.0,108,155
91,91,ASC-H,59033.0,2765.0,142,146
92,92,ASC-H,60970.0,5296.0,214,138
93,93,ASC-H,62433.0,6246.0,208,118
94,94,ASC-H,63094.0,6064.0,108,112
95,95,HSIL,65395.0,7657.5,155,216
96,96,HSIL,66811.0,8388.0,108,112
97,97,ASC-H,67015.0,9065.5,85,168
98,98,ASC-H,65325.0,9214.0,182,174
99,99,HSIL,64262.0,9771.0,202,152
100,100,ASC-H,63096.0,9275.5,131,232
101,101,ASC-H,62757.5,10005.5,135,97
102,102,ASC-H,56954.0,7432.5,121,104
103,103,ASC-H,56271.5,7360.5,151,127
104,104,ASC-H,55742.0,8364.0,384,202
105,105,ASC-H,56461.5,9284.0,170,155
106,106,ASC-H,58087.0,8877.5,103,90
107,107,ASC-H,55809.5,9975.5,305,361
108,108,ASC-H,57316.0,10517.5,215,170
109,109,ASC-H,53944.0,9120.5,145,104
110,110,ASC-H,53503.0,9101.5,153,236
111,111,ASC-H,49882.0,9419.0,234,208
112,112,ASC-H,45324.5,10294.0,306,351
113,113,ASC-H,47501.5,12269.5,169,139
114,114,ASC-H,44876.0,12123.0,196,138
115,115,ASC-H,36968.5,11905.0,148,107
116,116,ASC-H,29354.5,11421.5,133,99
117,117,HSIL,25299.5,14001.0,320,227
118,118,ASC-H,25164.5,14265.5,177,145
119,119,ASC-H,23891.5,11423.0,586,467
120,120,ASC-H,7804.0,21407.0,194,278
121,121,ASC-H,21728.0,26695.5,103,94
122,122,ASC-H,23527.5,26385.5,207,491
123,123,HSIL,33664.5,28445.0,166,301
124,124,HSIL,81774.5,36884.0,398,285
125,125,HSIL,82531.5,37543.5,211,289
126,126,HSIL,82061.0,38663.0,232,234
127,127,HSIL,83345.5,40025.0,114,209
128,128,HSIL,80100.5,38502.0,124,311
129,129,ASC-H,70742.5,37701.0,388,261
130,130,ASC-H,71697.5,37123.0,188,113
131,131,HSIL,61394.0,36014.0,310,152
132,132,HSIL,57946.5,35339.0,416,437
133,133,HSIL,8107.5,37755.5,201,267
134,134,HSIL,6104.0,36296.5,227,260
135,135,HSIL,4683.0,34985.0,156,108
136,136,ASC-H,3450.0,35396.5,385,544
137,137,ASC-H,6986.0,38281.0,214,162
138,138,HSIL,19596.5,39876.0,200,315
139,139,HSIL,22904.5,40447.0,100,137
140,140,HSIL,24078.5,40312.0,226,201
141,141,ASC-H,25322.0,39617.5,143,140
